HPM3 configured with
 mask 0x4001
HPM4 configured with mask 0x8001
HPM5 configured with mask 0x2001
HPM6 configured with mask 0x2000
HPM7 configured with mask 0x10000
HPM8 configured with mask 0x0801
HPM9 configured with mask 0x8000
HPM10 configured with mask 0x0101
Start
Stop
DIAG_START
DIAG:1,0,4.877000,0.586173,0.586173,0,0,63.640557,1,4180486.4963,851789.9640,4725999.1464,4180483.8852,851790.4574,4726000.1391,5.7566
DIAG:2,0,5.591836,0.773911,0.680042,0,0,73.262077,1,4180490.2832,851790.4359,4725999.3999,4180483.1551,851790.3086,4726000.8072,9.5409
DIAG:3,0,8.523225,1.819464,1.059849,0,0,75.251973,1,4180488.9719,851793.3874,4726000.0781,4180482.4250,851790.1598,4726001.4754,6.7190
DIAG:4,0,10.863206,3.065403,1.561238,0,0,71.458623,1,4180487.2466,851789.7156,4725999.5683,4180481.6948,851790.0111,4726002.1435,6.7677
DIAG:5,0,15.976288,4.141827,2.077355,0,0,65.644287,1,4180483.4511,851786.5566,4725995.0082,4180480.9647,851789.8623,4726002.8117,16.6354
DIAG:6,0,13.410573,3.847879,2.372443,0,0,59.749003,1,4180478.2744,851786.8127,4725996.8673,4180480.2346,851789.7135,4726003.4798,8.4005
DIAG:7,0,6.937793,0.708644,2.134757,0,0,54.435752,1,4180477.1095,851787.5462,4725994.5483,4180479.5045,851789.5648,4726004.1480,13.4560
DIAG:8,0,19.039486,3.216396,2.269962,0,0,49.837005,1,4180476.5330,851788.3165,4725999.5620,4180478.7744,851789.4160,4726004.8161,7.6146
DIAG:9,0,14.383720,1.660349,2.202227,0,0,45.907336,1,4180474.7048,851787.8037,4725995.5279,4180478.0442,851789.2672,4726005.4843,20.6880
DIAG:10,0,10.003850,2.856376,2.267642,0,0,42.555987,1,4180473.7044,851784.7013,4725994.2526,4180477.3141,851789.1185,4726006.1525,18.1231
DIAG:11,0,24.027834,7.702781,2.979303,0,0,39.691521,1,4180475.0441,851782.3259,4725998.9804,4180476.5840,851788.9697,4726006.8206,14.6724
DIAG:12,0,14.743091,2.849431,3.186855,0,0,37.234593,1,4180474.9125,851782.9710,4726002.0644,4180475.8539,851788.8209,4726007.4888,5.1211
DIAG:13,0,12.721355,4.892951,3.494204,0,0,35.119808,1,4180474.9145,851785.1700,4726003.1512,4180475.1237,851788.6722,4726008.1569,6.2917
DIAG:14,0,5.337403,0.415687,3.229232,0,0,33.294196,1,4180473.4471,851784.9605,4726002.5847,4180474.3936,851788.5234,4726008.8251,10.7339
DIAG:15,0,17.310789,2.519803,3.067030,0,0,31.714948,1,4180472.7448,851784.5655,4726006.3295,4180473.6635,851788.3746,4726009.4932,11.3876
DIAG:16,0,10.495677,2.647267,2.946968,0,0,30.347273,1,4180470.0466,851783.8854,4726005.7300,4180472.9334,851788.2259,4726010.1614,14.4268
DIAG:17,0,25.114336,11.501618,4.026266,1,0,29.162617,1,4180467.4420,851786.4759,4726002.6869,4180472.2032,851788.0771,4726010.8295,27.9281
DIAG:18,0,25.459980,5.910315,4.295658,0,0,28.137250,1,4180467.0053,851786.1595,4726007.3070,4180471.4731,851787.9283,4726011.4977,16.8258
DIAG:19,0,9.210289,2.601877,4.389811,0,1,27.251173,1,4180464.8462,851787.4661,4726007.3547,4180470.7430,851787.7796,4726012.1658,13.4448
DIAG:20,0,13.088368,2.518988,4.356072,0,0,26.487297,1,4180464.7053,851786.8591,4726009.7278,4180470.0129,851787.6308,4726012.8340,7.2717
DIAG:21,0,6.662204,0.384932,3.624287,0,0,25.830822,1,4180463.5716,851786.8725,4726011.4342,4180469.2828,851787.4820,4726013.5021,6.7084
DIAG:22,0,25.800607,14.941231,4.833467,1,1,25.268773,1,4180465.3450,851784.6476,4726014.8235,4180468.5526,851787.3333,4726014.1703,21.4918
DIAG:23,0,8.361260,2.238574,4.568029,0,1,24.789667,1,4180466.0076,851784.4689,4726016.0603,4180467.8225,851787.1845,4726014.8384,6.1332
DIAG:24,0,11.071202,4.124449,4.938905,0,1,24.383269,1,4180465.2021,851786.2826,4726017.0850,4180467.0924,851787.0357,4726015.5066,8.8100
DIAG:25,0,3.963322,0.159300,4.702855,0,1,24.040413,1,4180464.6346,851786.1518,4726017.4691,4180466.3623,851786.8870,4726016.1747,2.5410
DIAG:26,0,19.438677,3.678319,4.805960,0,1,23.752877,1,4180464.0840,851785.4129,4726021.0853,4180465.6321,851786.7382,4726016.8429,21.0659
